Id,Nombre,Género,Edad,Promedio_Notas,Asistencia_Clases_pct,TP_Entregados_pct,Trabaja,Tipo_Educacion,Año_Cursado,Materias_Aprobadas_Promedio,Demora_Traslado_min,Nivel_Asistencia,Regular,Indice_Compromiso,Categoria_Riesgo
226,Elena Torres,Femenino,27,8.29,53.1,65.9,Sí,Pública,1,4,91,Baja,No,5.95,Sin riesgo
227,Isabel Vega,Femenino,21,9.29,90.8,78.5,Sí,Pública,3,6,85,Alta,Sí,8.46,Sin riesgo
228,Eduardo González,Masculino,29,8.39,74.7,98.2,No,Pública,6,3,26,Baja,No,8.64,Sin riesgo
229,Marcos Ortega,Masculino,24,8.18,56.7,48.3,No,Privada,1,4,66,Baja,No,5.25,Sin riesgo
230,Tomás Sánchez,Masculino,19,8.52,94.3,65.1,Sí,Pública,1,6,60,Alta,No,7.97,Sin riesgo
231,Martín Morales,Masculino,20,6.79,82.5,91.0,Sí,Pública,3,2,90,Alta,Sí,8.68,Sin riesgo
232,Martina Muñoz,Femenino,18,9.25,58.2,95.9,No,Pública,2,1,104,Baja,No,7.71,Sin riesgo
233,Ana Sánchez,Femenino,22,5.22,51.7,76.1,No,Privada,2,2,76,Baja,No,6.39,Alto riesgo
234,Julia Vega,Femenino,18,0.0,57.1,48.6,Sí,Privada,2,2,115,Baja,No,5.28,Alto riesgo
235,César Vega,Masculino,25,5.71,80.4,94.1,No,Pública,1,4,12,Alta,Sí,8.72,Sin riesgo
236,Luisa García,Femenino,18,7.19,59.0,50.5,No,Privada,3,0,66,Baja,No,5.48,Sin riesgo
237,Gabriela Molina,Femenino,28,7.06,61.3,2.1,Sí,Pública,2,5,82,Baja,No,3.17,Sin riesgo
238,Carla Vega,Femenino,18,8.92,51.3,44.2,No,Pública,3,0,106,Baja,No,4.78,Sin riesgo
239,Martina Cabrera,Femenino,19,6.43,86.1,66.8,Sí,Pública,1,5,28,Alta,No,7.64,Sin riesgo
240,Miguel Ramírez,Masculino,19,6.91,90.5,87.4,Sí,Privada,4,6,26,Alta,Sí,8.9,Sin riesgo
241,Laura Álvarez,Femenino,29,4.08,89.8,88.1,Sí,Privada,4,6,19,Alta,Sí,8.9,Sin riesgo
242,Marcos Rivera,Masculino,23,6.46,56.4,83.2,No,Pública,4,5,88,Baja,No,6.98,Riesgo moderado
243,Valeria Pérez,Femenino,24,7.89,95.2,41.3,No,Pública,1,1,95,Alta,No,6.82,Sin riesgo
244,Emilia González,Femenino,22,4.09,83.6,73.9,No,Pública,2,4,32,Alta,Sí,7.88,Sin riesgo
245,Emilio Díaz,Masculino,18,5.69,94.9,84.8,Sí,Pública,1,1,26,Alta,Sí,8.98,Sin riesgo
246,Carlos Medina,Masculino,18,5.25,72.4,66.7,Sí,Pública,3,5,35,Baja,No,6.96,Riesgo moderado
247,Carolina Ramos,Femenino,20,4.25,71.8,96.7,No,Privada,4,2,77,Baja,No,8.43,Riesgo moderado
248,Clara Martínez,Femenino,19,6.88,89.2,89.4,Sí,Pública,3,2,66,Alta,Sí,8.93,Sin riesgo
249,Julia Rivera,Femenino,22,5.09,54.7,78.3,Sí,Privada,1,6,91,Baja,No,6.65,Alto riesgo
250,Matías Rivera,Masculino,29,8.46,76.0,100.0,No,Privada,5,0,73,Alta,Sí,8.8,Sin riesgo
251,Verónica Vega,Femenino,27,9.09,91.8,79.1,No,Pública,5,1,113,Alta,Sí,8.54,Sin riesgo
252,Florencia Molina,Femenino,23,7.27,91.5,94.7,Sí,Pública,1,3,43,Alta,Sí,9.31,Sin riesgo
253,Florencia Navarro,Femenino,24,9.89,97.8,62.8,No,Pública,2,4,85,Alta,No,8.03,Sin riesgo
254,Miguel García,Masculino,21,6.7,84.9,100.0,Sí,Privada,6,4,44,Alta,Sí,9.25,Sin riesgo
255,Lucas Ramírez,Masculino,24,7.08,60.4,58.8,No,Privada,3,4,73,Baja,No,5.96,Sin riesgo
256,Víctor Medina,Masculino,28,9.94,51.0,74.2,No,Privada,1,5,59,Baja,No,6.26,Sin riesgo
257,Víctor García,Masculino,25,5.39,74.0,78.9,No,Pública,1,1,75,Baja,No,7.64,Riesgo moderado
258,Gabriel Navarro,No informado,28,9.66,75.7,80.7,No,Privada,5,3,68,Alta,Sí,7.82,Sin riesgo
259,Rodrigo González,Masculino,18,4.26,62.0,93.0,No,Pública,4,4,12,Baja,No,7.75,Alto riesgo
260,Eduardo Álvarez,Masculino,23,6.68,56.2,54.1,Sí,Pública,4,4,75,Baja,No,5.52,Riesgo moderado
261,Rafael Sánchez,Masculino,25,4.42,79.3,55.7,Sí,Pública,6,3,90,Alta,No,6.75,Riesgo moderado
262,Valentina Torres,Femenino,22,8.38,88.2,82.2,No,Pública,2,0,48,Alta,Sí,8.52,Sin riesgo
263,Clara Herrera,Femenino,21,7.65,99.7,50.6,No,Pública,2,0,42,Alta,No,7.52,Sin riesgo
264,Víctor Navarro,Masculino,19,8.24,87.9,67.9,No,Pública,6,1,25,Alta,No,7.79,Sin riesgo
265,Javier Rodríguez,Masculino,20,6.25,89.7,41.2,No,Pública,2,2,8,Alta,No,6.54,Sin riesgo
266,Emilio Flores,Masculino,23,6.22,80.8,48.5,Sí,Privada,5,1,36,Alta,No,6.47,Sin riesgo
267,Julia Ortega,Femenino,28,4.27,99.3,80.7,No,Pública,1,3,59,Alta,Sí,9.0,Sin riesgo
268,Carlos Vargas,Masculino,18,6.1,82.0,84.8,Sí,Pública,2,1,97,Alta,Sí,8.34,Sin riesgo
269,Diego Ortega,Masculino,26,9.58,93.0,46.9,Sí,Privada,5,5,64,Alta,No,7.0,Sin riesgo
270,Carla Aguilar,Femenino,29,6.28,97.3,53.7,No,Pública,1,5,63,Alta,No,7.55,Sin riesgo
271,Agustín Vargas,Masculino,28,8.99,96.5,45.9,No,Pública,1,2,98,Alta,No,7.12,Sin riesgo
272,Lucas Castro,Masculino,23,9.05,69.1,66.0,No,Privada,6,3,71,Baja,No,6.76,Sin riesgo
273,Sofía Gómez,Femenino,30,6.24,53.9,47.6,No,Pública,3,6,9,Baja,No,5.08,Riesgo moderado
274,Nicolás Medina,Masculino,20,7.79,58.6,66.2,No,Privada,4,3,87,Baja,No,6.24,Sin riesgo
275,Agustina Ramos,Femenino,21,0.0,53.0,83.9,Sí,Privada,4,6,76,Baja,No,6.85,Alto riesgo
276,Brenda Álvarez,Femenino,29,4.62,55.3,81.0,No,Pública,1,1,41,Baja,No,6.82,Alto riesgo
277,Martín Gómez,Masculino,28,0.0,59.2,56.8,Sí,Pública,2,5,99,Baja,No,5.8,Alto riesgo
278,Valentina González,No informado,21,7.49,67.1,80.4,Sí,Pública,1,3,31,Baja,No,7.38,Sin riesgo
279,Clara Cabrera,Femenino,20,6.56,77.2,95.7,Sí,Privada,2,0,17,Alta,Sí,8.64,Riesgo moderado
280,Paula Jiménez,Femenino,27,7.29,85.6,60.9,Sí,Pública,6,6,110,Alta,No,7.32,Sin riesgo
281,Luciana Morales,Femenino,20,7.13,60.5,59.7,No,Privada,4,6,10,Baja,No,6.01,Sin riesgo
282,Isabel Ramos,Femenino,20,6.1,83.6,74.3,No,Pública,1,2,69,Alta,Sí,7.89,Sin riesgo
283,Bruno Suárez,Masculino,21,8.06,85.2,54.7,Sí,Pública,1,6,34,Alta,No,7.0,Sin riesgo
284,Ignacio Vega,Masculino,24,8.55,77.9,79.1,Sí,Pública,6,1,79,Alta,Sí,7.85,Sin riesgo
285,Elena Molina,Femenino,21,4.09,95.2,89.9,Sí,Privada,2,4,56,Alta,Sí,9.26,Sin riesgo
286,Natalia Herrera,Femenino,26,0.0,55.5,67.6,No,Pública,4,1,45,Baja,No,6.15,Alto riesgo
287,Isabel García,Femenino,18,8.28,58.9,80.8,No,Pública,4,1,99,Baja,No,6.98,Sin riesgo
288,Carla Rivera,Femenino,25,6.32,71.4,79.1,No,Privada,2,5,84,Baja,No,7.52,Riesgo moderado
289,Miguel Sánchez,Masculino,24,7.97,56.3,42.3,No,Privada,6,2,19,Baja,No,4.93,Sin riesgo
290,Aldana Torres,Femenino,19,6.08,78.3,51.0,No,Pública,2,0,9,Alta,No,6.47,Riesgo moderado
291,Florencia Vega,Femenino,25,6.34,69.9,93.6,No,Pública,6,2,19,Baja,No,8.18,Riesgo moderado
292,Martina García,Femenino,19,4.95,64.2,96.3,Sí,Pública,2,1,5,Baja,No,8.02,Alto riesgo
293,Carlos Ramírez,Masculino,28,0.0,58.5,86.8,No,Privada,4,4,19,Baja,No,7.26,Alto riesgo
294,Luisa Castro,Femenino,29,7.63,66.8,95.3,Sí,Pública,4,1,104,Baja,No,8.1,Sin riesgo
295,Tomás Álvarez,Masculino,26,6.6,80.4,58.4,Sí,Privada,1,5,64,Alta,No,6.94,Sin riesgo
296,Luciana Jiménez,No informado,26,8.65,78.8,54.9,No,Pública,6,2,52,Alta,No,6.68,Sin riesgo
297,Carlos Flores,Masculino,19,9.12,58.2,63.1,No,Pública,4,2,58,Baja,No,6.06,Sin riesgo
298,Marcos Ortega,Masculino,24,7.25,56.2,43.3,No,Pública,6,2,107,Baja,No,4.97,Sin riesgo
299,Javier Aguilar,Masculino,27,8.55,51.3,88.6,Sí,Pública,6,4,59,Baja,No,6.99,Sin riesgo
300,Luisa Castro,Femenino,20,5.84,50.6,99.1,No,Pública,1,1,76,Baja,No,7.48,Alto riesgo
301,Laura Cabrera,Femenino,24,0.0,94.0,89.4,Sí,Pública,3,3,90,Alta,Sí,9.17,Sin riesgo
302,Jimena Ortega,Femenino,29,8.28,52.3,73.3,Sí,Privada,2,2,31,Baja,No,6.28,Sin riesgo
303,Florencia Flores,Femenino,27,6.32,86.6,57.7,Sí,Privada,6,5,102,Alta,No,7.22,Sin riesgo
304,Elena Rodríguez,Femenino,26,7.53,93.6,51.9,No,Privada,2,0,34,Alta,No,7.28,Sin riesgo
305,Juan Rodríguez,Masculino,21,5.11,54.9,61.8,No,Pública,2,5,80,Baja,No,5.83,Alto riesgo
306,Gabriel Sánchez,Masculino,29,7.6,71.8,80.0,No,Pública,1,1,64,Baja,No,7.59,Sin riesgo
307,Florencia Cabrera,Femenino,18,9.17,98.1,66.8,Sí,Pública,3,1,70,Alta,No,8.24,Sin riesgo
308,Camila Navarro,Femenino,19,9.21,91.7,96.0,Sí,Privada,3,1,50,Alta,Sí,9.38,Sin riesgo
309,Javier Ramírez,Masculino,18,8.35,74.5,91.3,Sí,Privada,4,1,119,Baja,No,8.29,Sin riesgo
310,Clara Flores,Femenino,29,8.47,88.1,46.1,No,Privada,3,3,56,Alta,No,6.71,Sin riesgo
311,Tomás Castro,Masculino,22,7.35,91.7,47.9,No,Privada,4,6,106,Alta,No,6.98,Sin riesgo
312,Ignacio Martínez,Masculino,22,7.51,67.4,80.6,No,Pública,6,0,90,Baja,No,7.4,Sin riesgo
313,Pablo Flores,Masculino,28,4.8,94.6,53.8,No,Privada,1,3,119,Alta,No,7.42,Sin riesgo
314,Santiago Ramos,Masculino,24,6.66,27.0,87.5,Sí,Privada,2,2,85,Baja,No,5.72,Riesgo moderado
315,Camila Ramos,Femenino,26,0.0,76.4,75.5,Sí,Privada,2,2,39,Alta,Sí,7.6,Riesgo moderado
316,Rafael Flores,Masculino,26,9.75,100.0,53.8,No,Pública,6,2,120,Alta,No,7.69,Sin riesgo
317,Luisa Muñoz,Femenino,20,6.59,92.2,68.7,No,Pública,4,5,46,Alta,No,8.04,Sin riesgo
318,Clara Martínez,Femenino,20,7.3,76.8,64.4,No,Pública,5,0,60,Alta,No,7.06,Sin riesgo
319,Carla Álvarez,Femenino,20,7.2,50.5,92.4,No,Privada,6,5,49,Baja,No,7.14,Sin riesgo
320,Bruno López,Masculino,21,7.82,86.2,41.9,No,Pública,4,2,56,Alta,No,6.4,Sin riesgo
321,Luisa López,Femenino,25,8.49,85.2,93.8,Sí,Pública,6,2,27,Alta,Sí,8.95,Sin riesgo
322,Eduardo González,Masculino,23,5.35,82.5,79.1,Sí,Privada,1,3,33,Alta,Sí,8.08,Sin riesgo
323,Beatriz Ramírez,Femenino,25,7.17,98.4,84.3,No,Privada,6,2,33,Alta,Sí,9.14,Sin riesgo
324,Pablo Molina,Masculino,18,8.96,93.1,40.2,No,Privada,6,1,61,Alta,No,6.67,Sin riesgo
325,Paula Herrera,Femenino,25,6.78,72.4,77.7,Sí,Pública,3,1,118,Baja,No,7.51,Riesgo moderado
326,Víctor Romero,Masculino,21,5.67,53.1,75.3,Sí,Privada,4,2,23,Baja,No,6.42,Alto riesgo
327,Luciana Suárez,No informado,28,7.93,73.8,72.2,No,Pública,1,5,85,Baja,No,7.3,Sin riesgo
328,Gabriela Ramos,Femenino,18,8.94,84.5,87.2,No,Privada,2,1,12,Alta,Sí,8.58,Sin riesgo
329,Gabriela Vargas,Femenino,25,4.38,80.4,100.0,Sí,Pública,5,4,54,Alta,Sí,9.02,Sin riesgo
330,Rodrigo Cabrera,No informado,21,8.66,76.9,91.4,No,Privada,5,2,11,Alta,Sí,8.42,Sin riesgo
331,Víctor Sánchez,Masculino,23,8.93,73.4,54.0,Sí,Pública,4,5,15,Baja,No,6.37,Sin riesgo
332,Ignacio Aguilar,Masculino,25,6.77,64.7,88.4,No,Pública,6,3,71,Baja,No,7.66,Riesgo moderado
333,Felipe Ramírez,Masculino,21,0.0,63.9,50.8,Sí,Pública,3,1,70,Baja,No,5.74,Alto riesgo
334,Pablo López,Masculino,20,8.72,75.0,88.8,No,Privada,6,6,87,Baja,No,8.19,Sin riesgo
335,Alejandro Morales,Masculino,26,8.64,58.0,96.4,No,Privada,4,1,32,Baja,No,7.72,Sin riesgo
336,Valentina Herrera,Femenino,20,8.49,67.0,60.1,Sí,Pública,5,3,60,Baja,No,6.36,Sin riesgo
337,Gabriela Martínez,Femenino,26,4.9,66.2,71.8,No,Privada,5,3,32,Baja,No,6.9,Alto riesgo
338,Javier Ortega,Masculino,30,5.3,79.4,79.5,Sí,Pública,6,2,93,Alta,Sí,7.94,Riesgo moderado
339,Valentina Ramos,Femenino,19,6.78,53.3,44.8,No,Pública,6,6,79,Baja,No,4.9,Riesgo moderado
340,Beatriz Aguilar,Femenino,19,5.58,91.5,69.6,No,Pública,6,5,44,Alta,No,8.06,Sin riesgo
341,Emilio Torres,Masculino,19,6.49,78.1,61.6,Sí,Privada,2,5,111,Alta,No,6.98,Riesgo moderado
342,Martín Rodríguez,Masculino,23,9.33,83.5,92.3,Sí,Pública,3,6,6,Alta,Sí,8.79,Sin riesgo
343,Santiago González,Masculino,20,8.95,85.2,92.6,No,Pública,3,3,80,Alta,Sí,8.89,Sin riesgo
344,Brenda González,Femenino,30,7.78,64.6,82.0,Sí,Pública,5,1,65,Baja,No,7.33,Sin riesgo
345,Andrés Pérez,Masculino,26,9.15,73.5,79.3,No,Pública,5,5,109,Baja,No,7.64,Sin riesgo
346,Paula Cabrera,Femenino,21,8.7,97.8,84.0,Sí,Pública,4,2,106,Alta,Sí,9.09,Sin riesgo
347,Luciana Rodríguez,No informado,18,6.57,88.3,62.0,No,Pública,4,1,80,Alta,No,7.52,Sin riesgo
348,Valentina Flores,Femenino,21,5.21,98.5,64.3,No,Pública,2,3,118,Alta,No,8.14,Sin riesgo
349,Florencia Romero,Femenino,18,7.09,87.3,73.2,No,Pública,5,6,29,Alta,Sí,8.02,Sin riesgo
350,Luciana López,Femenino,22,8.42,58.8,96.3,Sí,Pública,4,1,105,Baja,No,7.76,Sin riesgo
351,Damián Morales,Masculino,21,6.62,53.2,83.4,Sí,Pública,2,5,99,Baja,No,6.83,Riesgo moderado
352,Paula Torres,Femenino,25,8.0,78.9,73.1,Sí,Privada,3,3,58,Alta,Sí,7.6,Sin riesgo
353,Carlos Ramírez,Masculino,25,4.57,67.9,86.2,Sí,Pública,5,1,21,Baja,No,7.71,Alto riesgo
354,Víctor Aguilar,Masculino,24,8.49,63.8,62.3,No,Pública,1,5,52,Baja,No,6.3,Sin riesgo
355,Natalia Martínez,Femenino,20,8.88,90.4,83.8,No,Pública,5,6,16,Alta,Sí,8.71,Sin riesgo
356,Miguel Romero,Masculino,18,8.24,68.3,64.6,No,Pública,4,2,65,Baja,No,6.64,Sin riesgo
357,Emilia Torres,Femenino,18,9.8,65.9,56.8,No,Privada,5,2,98,Baja,No,6.14,Sin riesgo
358,Rafael Morales,Masculino,29,8.96,92.5,76.6,Sí,Pública,1,2,6,Alta,Sí,8.46,Sin riesgo
359,Beatriz Álvarez,Femenino,28,9.42,92.3,81.2,Sí,Pública,5,5,84,Alta,Sí,8.68,Sin riesgo
360,Laura Rivera,Femenino,31,9.6,67.8,67.6,No,Pública,4,0,69,Baja,No,6.77,Sin riesgo
361,Sofía Rodríguez,Femenino,23,8.81,91.6,73.9,No,Privada,3,1,56,Alta,Sí,8.28,Sin riesgo
362,Juan Morales,Masculino,24,8.05,92.5,81.6,No,Pública,4,4,38,Alta,Sí,8.7,Sin riesgo
363,Gabriela Aguilar,No informado,23,4.03,71.2,86.1,Sí,Pública,2,2,49,Baja,No,7.86,Riesgo moderado
364,Brenda Molina,Femenino,23,6.79,53.3,93.7,No,Pública,4,2,116,Baja,No,7.35,Riesgo moderado
365,Matías López,Masculino,23,7.43,50.1,17.0,Sí,Pública,2,5,5,Baja,No,3.35,Sin riesgo
366,Florencia Rivera,Femenino,30,5.82,76.2,97.1,No,Pública,5,6,119,Alta,Sí,8.67,Riesgo moderado
367,Víctor Díaz,Masculino,20,5.91,67.2,78.2,No,Pública,2,6,104,Baja,No,7.27,Alto riesgo
368,Sebastián Ramos,Masculino,23,9.77,99.9,87.3,Sí,Pública,6,2,56,Alta,Sí,9.36,Sin riesgo
369,Laura Martínez,Femenino,25,9.35,88.6,82.0,No,Privada,5,5,71,Alta,Sí,8.53,Sin riesgo
370,Nicolás Gómez,Masculino,28,9.1,88.1,52.3,No,Privada,2,4,102,Alta,No,7.02,Sin riesgo
371,Romina Muñoz,Femenino,28,6.44,97.8,44.3,No,Pública,4,1,80,Alta,No,7.1,Sin riesgo
372,Gabriel Torres,Masculino,19,4.08,94.4,83.6,Sí,Privada,1,4,60,Alta,Sí,8.9,Sin riesgo
373,Emilio Flores,Masculino,22,4.48,65.9,70.7,Sí,Pública,5,0,62,Baja,No,6.83,Alto riesgo
374,Diana Ortega,Femenino,18,5.87,29.4,82.1,Sí,Pública,2,4,113,Baja,No,5.58,Alto riesgo
375,Camila García,Femenino,29,4.09,87.3,43.8,Sí,Pública,1,4,95,Alta,No,6.56,Sin riesgo
376,Tomás Pérez,Masculino,18,4.1,68.9,58.7,No,Pública,2,5,54,Baja,No,6.38,Alto riesgo
377,Martina García,Femenino,22,0.0,73.7,57.1,No,Pública,2,1,105,Baja,No,6.54,Riesgo moderado
378,Beatriz Ramírez,Femenino,29,8.24,81.5,83.8,No,Privada,2,4,29,Alta,Sí,8.26,Sin riesgo
379,Matías Rodríguez,Masculino,30,5.85,95.4,56.6,No,Pública,4,1,16,Alta,No,7.6,Sin riesgo
380,Miguel Suárez,Masculino,20,4.8,71.0,82.9,Sí,Privada,2,6,119,Baja,No,7.7,Riesgo moderado
381,María Ortega,Femenino,21,7.07,89.2,63.0,No,Pública,1,4,101,Alta,No,7.61,Sin riesgo
382,Laura Navarro,Femenino,20,4.03,63.4,86.3,No,Pública,6,1,77,Baja,No,7.48,Alto riesgo
383,Luisa Ramírez,Femenino,18,9.63,84.9,48.6,No,Privada,2,1,69,Alta,No,6.68,Sin riesgo
384,Martina González,Femenino,18,6.49,50.1,52.3,Sí,Privada,6,4,60,Baja,No,5.12,Riesgo moderado
385,Daniela Suárez,Femenino,29,6.41,93.6,81.2,No,Pública,3,3,54,Alta,Sí,8.74,Sin riesgo
386,César López,Masculino,29,6.34,51.5,73.6,Sí,Pública,5,4,91,Baja,No,6.26,Riesgo moderado
387,Verónica Jiménez,Femenino,30,4.42,85.6,52.2,No,Pública,4,2,32,Alta,No,6.89,Sin riesgo
388,Isabel Suárez,Femenino,22,7.83,52.3,94.2,Sí,Pública,3,4,7,Baja,No,7.32,Sin riesgo
389,Brenda García,Femenino,23,8.4,63.3,56.6,No,Pública,3,1,42,Baja,No,6.0,Sin riesgo
390,Valeria Flores,Femenino,20,8.06,74.9,65.3,No,Pública,1,3,68,Baja,No,7.01,Sin riesgo
391,Carla González,Femenino,29,4.83,71.0,52.1,Sí,Privada,1,6,58,Baja,No,6.15,Riesgo moderado
392,Martina Álvarez,Femenino,26,7.47,59.6,63.3,No,Pública,6,4,40,Baja,No,6.14,Sin riesgo
393,Isabel Castro,Femenino,22,7.42,66.7,69.5,Sí,Pública,6,0,48,Baja,No,6.81,Sin riesgo
394,Luciana Suárez,Femenino,25,9.21,86.4,57.7,No,Pública,4,6,48,Alta,No,7.21,Sin riesgo
395,Carla Sánchez,Femenino,30,6.27,83.5,86.1,No,Pública,4,1,73,Alta,Sí,8.48,Sin riesgo
396,Rafael Díaz,Masculino,18,6.23,53.6,63.6,Sí,Privada,5,4,97,Baja,No,5.86,Riesgo moderado
397,César Molina,Masculino,22,7.71,87.4,83.8,No,Pública,2,3,57,Alta,Sí,8.56,Sin riesgo
398,Ana Rivera,Femenino,18,7.8,52.7,52.4,Sí,Pública,4,2,17,Baja,No,5.26,Sin riesgo
399,Valentina Suárez,Femenino,29,6.82,77.1,62.6,No,Privada,4,1,48,Alta,No,6.98,Riesgo moderado
400,Julia Aguilar,Femenino,18,6.66,63.0,40.5,No,Privada,6,1,8,Baja,No,5.18,Riesgo moderado
401,Miguel Martínez,No informado,21,6.96,79.4,85.5,Sí,Privada,2,5,74,Alta,Sí,8.25,Riesgo moderado
402,Nicolás Vargas,Masculino,30,9.17,63.1,77.6,No,Pública,5,5,55,Baja,No,7.03,Sin riesgo
403,Carla Rodríguez,Femenino,22,6.77,99.2,89.1,No,Pública,1,3,106,Alta,Sí,9.42,Sin riesgo
404,Camila Romero,Femenino,24,9.64,65.5,67.3,Sí,Pública,1,1,74,Baja,No,6.64,Sin riesgo
405,Agustina Cabrera,Femenino,18,7.02,62.1,88.0,No,Privada,2,5,15,Baja,No,7.5,Sin riesgo
406,Martín Ramos,Masculino,20,9.7,63.9,78.9,Sí,Privada,1,3,95,Baja,No,7.14,Sin riesgo
407,Carlos Álvarez,Masculino,19,9.0,94.8,40.2,Sí,Pública,1,3,58,Alta,No,6.75,Sin riesgo
408,Isabel Herrera,Femenino,26,6.17,81.8,55.2,No,Privada,1,2,114,Alta,No,6.85,Sin riesgo
409,Romina López,Femenino,27,9.18,86.5,69.6,No,Pública,5,2,66,Alta,No,7.8,Sin riesgo
410,Carla Aguilar,Femenino,23,4.66,95.9,77.1,No,Privada,6,3,63,Alta,Sí,8.65,Sin riesgo
411,Isabel Medina,Femenino,27,9.55,95.6,43.9,Sí,Privada,1,4,103,Alta,No,6.98,Sin riesgo
412,Carla Castro,Femenino,20,7.79,86.9,82.3,No,Pública,5,3,65,Alta,Sí,8.46,Sin riesgo
413,Rodrigo López,Masculino,25,4.33,59.9,72.6,No,Pública,5,5,44,Baja,No,6.62,Alto riesgo
414,Santiago Aguilar,Masculino,25,7.87,92.2,71.5,No,Privada,3,2,8,Alta,Sí,8.18,Sin riesgo
415,Elena Cabrera,Femenino,19,9.85,60.2,57.5,Sí,Pública,4,3,31,Baja,No,5.88,Sin riesgo
416,Martín Rodríguez,Masculino,23,4.42,87.1,75.7,No,Privada,5,2,20,Alta,Sí,8.14,Sin riesgo
417,Matías Pérez,Masculino,24,7.33,84.3,41.6,No,Pública,3,5,86,Alta,No,6.3,Sin riesgo
418,Diana García,Femenino,19,8.49,87.9,43.9,No,Pública,6,1,11,Alta,No,6.59,Sin riesgo
419,Juan Jiménez,Masculino,24,8.86,76.6,84.0,No,Privada,6,1,15,Alta,Sí,8.03,Sin riesgo
420,Javier Gómez,Masculino,27,6.48,81.9,59.3,Sí,Privada,2,5,76,Alta,No,7.06,Sin riesgo
421,Laura González,Femenino,19,5.22,97.7,60.8,Sí,Privada,3,1,68,Alta,No,7.92,Sin riesgo
422,Nicolás Morales,Masculino,27,4.25,55.1,52.5,No,Pública,5,4,56,Baja,No,5.38,Alto riesgo
423,Felipe Pérez,Masculino,18,7.48,65.4,66.7,No,Pública,2,6,10,Baja,No,6.61,Sin riesgo
424,Rodrigo Ramos,Masculino,25,6.72,80.6,43.1,Sí,Privada,3,3,52,Alta,No,6.18,Sin riesgo
425,Paula Aguilar,Femenino,18,9.69,98.2,58.0,Sí,Privada,5,1,73,Alta,No,7.81,Sin riesgo
426,Miguel Suárez,Masculino,26,4.36,54.8,71.6,No,Pública,2,2,10,Baja,No,6.32,Alto riesgo
427,Hernán Muñoz,Masculino,28,8.11,51.1,67.9,No,Pública,2,5,106,Baja,No,5.95,Sin riesgo
428,Luciana Torres,Femenino,23,4.15,61.3,100.0,No,Pública,4,2,65,Baja,No,8.07,Alto riesgo
429,Damián Jiménez,Masculino,24,5.03,52.6,63.3,No,Pública,6,4,70,Baja,No,5.8,Alto riesgo
430,Diana Flores,Femenino,30,6.72,95.4,63.2,No,Privada,5,5,99,Alta,No,7.93,Sin riesgo
431,Carlos Muñoz,Masculino,27,6.73,86.1,70.2,Sí,Pública,4,3,107,Alta,Sí,7.82,Sin riesgo
432,Natalia Flores,Femenino,24,8.11,83.9,51.4,No,Pública,2,5,100,Alta,No,6.76,Sin riesgo
433,Valentina Torres,Femenino,27,9.46,76.1,92.6,No,Privada,2,2,77,Alta,Sí,8.43,Sin riesgo
434,Carla Flores,Femenino,20,7.83,89.1,74.3,No,Pública,3,3,83,Alta,Sí,8.17,Sin riesgo
435,Marcos Ramos,Masculino,19,9.72,57.8,51.5,No,Pública,4,4,89,Baja,No,5.46,Sin riesgo
436,Camila Ramírez,Femenino,26,9.29,69.6,87.6,No,Pública,1,1,114,Baja,No,7.86,Sin riesgo
437,Natalia Gómez,No informado,25,7.51,74.5,42.1,No,Privada,5,2,57,Baja,No,5.83,Sin riesgo
438,Valentina Flores,Femenino,30,9.0,55.5,99.0,No,Pública,6,4,32,Baja,No,7.72,Sin riesgo
439,Bruno Aguilar,Masculino,29,7.86,71.0,91.9,No,Pública,4,4,113,Baja,No,8.14,Sin riesgo
440,Florencia García,Femenino,27,4.47,65.8,74.8,No,Pública,2,3,95,Baja,No,7.03,Alto riesgo
441,Emilio Herrera,Masculino,24,8.44,51.8,100.0,Sí,Pública,3,5,9,Baja,No,7.59,Sin riesgo
442,Brenda Vega,Femenino,26,4.57,56.8,52.9,No,Pública,5,3,85,Baja,No,5.48,Alto riesgo
443,Verónica Jiménez,Femenino,21,7.56,88.2,56.8,Sí,Pública,6,5,105,Alta,No,7.25,Sin riesgo
444,Rodrigo Jiménez,Masculino,30,8.22,50.9,54.5,Sí,Privada,5,4,62,Baja,No,5.27,Sin riesgo
445,Elena Medina,Femenino,21,4.4,96.7,69.9,Sí,Pública,3,2,28,Alta,No,8.33,Sin riesgo
446,Rodrigo Torres,Masculino,18,5.38,54.3,96.7,No,Pública,2,2,35,Baja,No,7.55,Alto riesgo
447,Santiago Rodríguez,Masculino,25,9.49,90.0,66.7,No,Pública,6,4,103,Alta,No,7.83,Sin riesgo
448,Javier Jiménez,Masculino,29,7.7,94.9,100.0,No,Privada,1,5,45,Alta,Sí,9.75,Sin riesgo
449,Ana Vargas,Femenino,20,5.48,97.1,81.3,Sí,Pública,3,1,109,Alta,Sí,8.92,Sin riesgo
450,Valeria González,Femenino,24,8.14,93.4,92.3,Sí,Privada,1,3,72,Alta,Sí,9.28,Sin riesgo
451,Emilio Flores,Masculino,29,7.58,64.4,42.0,No,Privada,4,1,88,Baja,No,5.32,Sin riesgo
452,Valeria Morales,Femenino,19,7.01,66.7,64.3,Sí,Privada,5,2,111,Baja,No,6.55,Sin riesgo
